Merchant Id, Avg Ticket Size ,Merchant Name,Company Name,Integration type,Governorate,Sales Mcc,Sales Agent,Sales Head,Dam Name,Dam Head,Merchant Id  1,Card Present Premium,Card Present Premium6,Card Present Premium2030,In Store Forsa Psp,In Store Forsa Agg,In Store Get Go,In Store Shahry New,In Store Souhoolav2 Psp,In Store Souhoolav3 Psp,Onlive Souhoolav2 Psp,Online Souhoolav3 Psp,In Store Souhoolav2 Agg,In Store Souhoolav3 Agg,Onlive Souhoolav2 Agg,Online Souhoolav3 Agg,In Store Sympl,In Store Valu Psp,Online Forsa,Online Get Go,Online Premium,Online Shahry,Online Sympl,Online Valu Agg,Valu Online Valu Agg,Online Valu Psp,Valu Online Valu Psp,Aman V2 Psp,Aman V2 Agg,Khazna Agg,Khazna Psp,Valu Sympl,Total Amount
65083," 101,362 ",بزار ابو العربي,Abualaraby,Online,Giza,ملابس,Hussein_elfham,ahmed_abass,Hssanelfaham,ahmed_abass,"134,201"," 1,204,080.00 "," 164,463.00 "," 198,558.00 "," 73,486.00 "," 1,288,465.00 "," 1,415,007.00 "," 1,202,698.00 "," 1,697,556.00 "," 1,547,135.00 "," 1,159,797.00 "," 1,658,142.00 "," 513,566.00 "," 1,266,037.00 "," 65,759.00 "," 663,279.00 "," 1,261,374.00 "," 1,061,473.00 "," 907,416.00 "," 228,798.00 "," 1,043,479.00 "," 1,595,998.00 "," 1,248,348.00 "," 322,899.00 "," 951,138.00 "," 1,175,804.00 "," 1,482,324.00 "," 1,633,783.00 "," 1,462,781.00 "," 199,767.00 "," 1,705,436.00 "," 1,849,201.00 "," 32,248,047.00 "
238556," 177,492 ",Saqr Al Attar,Saqr00,POS,Giza,عطاره,ali_badr,ahmed_abass,baher_ahmed,ahmed_abass,"26,098"," 1,620,529.00 "," 386,431.00 "," 719,012.00 "," 1,691,557.00 "," 1,921,033.00 "," 447,506.00 "," 1,915,012.00 "," 148,427.00 "," 276,027.00 "," 553,000.00 "," 1,562,963.00 "," 517,131.00 "," 1,963,211.00 "," 574,578.00 "," 1,418,913.00 "," 938,142.00 "," 1,404,070.00 "," 882,112.00 "," 1,033,577.00 "," 1,354,978.00 "," 1,310,168.00 "," 567,814.00 "," 1,800,261.00 "," 1,058,938.00 "," 1,836,615.00 "," 1,138,421.00 "," 1,646,356.00 "," 1,317,108.00 "," 1,685,312.00 "," 978,115.00 "," 1,243,301.00 "," 35,910,618.00 "
20427," 53,767 ",Tadreeeb.com,AlaaOmar1610,POS,Cairo,تعليمي,Dalia_Ghobashy,telesales(Ezz),telesales_damcancel,muhamed_ezzeldin,"144,186"," 1,468,629.00 "," 1,417,280.00 "," 1,269,870.00 "," 1,396,264.00 "," 1,528,520.00 "," 1,926,015.00 "," 1,176,267.00 "," 1,248,280.00 "," 1,353,064.00 "," 2,387.00 "," 1,556,645.00 "," 440,171.00 "," 814,717.00 "," 1,249,607.00 "," 208,208.00 "," 784,851.00 "," 1,127,346.00 "," 688,589.00 "," 1,460,022.00 "," 1,953,458.00 "," 353,114.00 "," 1,585,717.00 "," 726,234.00 "," 755,665.00 "," 1,532,047.00 "," 163,316.00 "," 131,715.00 "," 1,775,642.00 "," 1,869,301.00 "," 284,086.00 "," 764,102.00 "," 33,011,129.00 "
81001," 208,933 ",BINO KIDS,Ashraf86,Online,Cairo,ملابس,Manal_yaqoub,mohamed_gamal,Manal_yaqoub,mohamed_gamal,"50,244"," 1,559,263.00 "," 692,877.00 "," 286,499.00 "," 1,437,339.00 "," 1,839,645.00 "," 608,017.00 "," 1,684,208.00 "," 1,953,728.00 "," 802,429.00 "," 1,687,174.00 "," 1,146,127.00 "," 1,615,518.00 "," 922,296.00 "," 1,520,782.00 "," 302,350.00 "," 1,683,277.00 "," 463,668.00 "," 1,745,158.00 "," 1,424,188.00 "," 191,244.00 "," 340,072.00 "," 1,182,582.00 "," 543,988.00 "," 203,878.00 "," 638,065.00 "," 314,763.00 "," 1,011,537.00 "," 275,615.00 "," 542,806.00 "," 411,735.00 "," 1,971,688.00 "," 31,002,516.00 "
179129," 246,730 ",mido,midoo125,Online,Giza,موبايل,Mohamed_khedr,mohamed_gamal,k_attar,mohamed_gamal,"113,392"," 1,420,307.00 "," 1,497,353.00 "," 999,354.00 "," 1,493,010.00 "," 1,904,089.00 "," 1,061,915.00 "," 1,865,441.00 "," 86,161.00 "," 818,949.00 "," 1,580,450.00 "," 56,637.00 "," 1,007,715.00 "," 700,764.00 "," 425,989.00 "," 63,419.00 "," 14,973.00 "," 62,428.00 "," 1,229,510.00 "," 1,510,525.00 "," 974,322.00 "," 116,274.00 "," 1,819,099.00 "," 1,805,366.00 "," 1,918,921.00 "," 390,271.00 "," 371,334.00 "," 1,428,193.00 "," 763,521.00 "," 1,795,251.00 "," 1,893,272.00 "," 1,593,144.00 "," 32,667,957.00 "
190330," 185,761 ",Rich,Rich2021,Online,Giza,ملابس,mohamed_ramadan,mohamed_gamal,m_muhammad,mohamed_gamal,"121,560"," 560,753.00 "," 132,252.00 "," 164,419.00 "," 918,709.00 "," 1,210,265.00 "," 933,412.00 "," 106,471.00 "," 1,689,114.00 "," 614,553.00 "," 1,158,623.00 "," 793,989.00 "," 1,496,855.00 "," 1,138,962.00 "," 1,297,106.00 "," 494,158.00 "," 713,937.00 "," 1,472,392.00 "," 132,434.00 "," 1,975,186.00 "," 247,500.00 "," 844,698.00 "," 1,373,404.00 "," 407,488.00 "," 1,161,382.00 "," 1,809,834.00 "," 1,885,921.00 "," 1,787,920.00 "," 149,471.00 "," 404,912.00 "," 1,406,593.00 "," 1,285,949.00 "," 29,768,662.00 "
184321," 63,719 ",Meccano Academy,Michaelfakhry90,POS,Cairo,Others,Donia_Ahmed,telesales(Ezz),telesales_damcancel,muhamed_ezzeldin,"174,580"," 72,083.00 "," 217,161.00 "," 285,406.00 "," 1,600,599.00 "," 1,480,425.00 "," 1,363,289.00 "," 1,651,900.00 "," 846,894.00 "," 1,083,916.00 "," 553,727.00 "," 561,195.00 "," 1,943,090.00 "," 1,131,128.00 "," 1,292,688.00 "," 893,710.00 "," 1,189,573.00 "," 1,287,091.00 "," 575,958.00 "," 793,301.00 "," 801,211.00 "," 1,239,885.00 "," 114,502.00 "," 1,894,912.00 "," 1,861,915.00 "," 263,741.00 "," 1,162,102.00 "," 721,572.00 "," 635,007.00 "," 434,703.00 "," 1,825,879.00 "," 891,365.00 "," 30,669,928.00 "
195694," 97,418 ",COTTONIL VEGA,Sayedali12,Online,Cairo,ملابس,Kareem_ashraf,muhamed_ezzeldin,alaatarek,muhamed_ezzeldin,"133,373"," 998,096.00 "," 893,124.00 "," 246,246.00 "," 1,966,600.00 "," 1,495,979.00 "," 620,007.00 "," 283,853.00 "," 452,954.00 "," 419,941.00 "," 1,988,306.00 "," 1,101,280.00 "," 120,730.00 "," 721,714.00 "," 872,410.00 "," 1,029,720.00 "," 201,300.00 "," 574,661.00 "," 730,089.00 "," 89,339.00 "," 1,788,716.00 "," 1,013,844.00 "," 1,482,758.00 "," 509,974.00 "," 1,166,414.00 "," 1,931,175.00 "," 203,540.00 "," 234,015.00 "," 971,376.00 "," 16,086.00 "," 1,890,421.00 "," 104,060.00 "," 26,118,728.00 "
73489," 181,732 ",Granada light,01152329484,POS,Cairo,ادوات كهربائيه,a_gomaa,ahmed_abass,mohamed.ibrahim,ahmed_abass,"432,277"," 1,280,648.00 "," 777,498.00 "," 1,626,176.00 "," 843,069.00 "," 1,489,198.00 "," 234,151.00 "," 421,252.00 "," 80,022.00 "," 1,867,757.00 "," 716,987.00 "," 804,471.00 "," 1,293,816.00 "," 420,468.00 "," 1,040,053.00 "," 501,149.00 "," 895,433.00 "," 1,753,581.00 "," 625,803.00 "," 1,031,414.00 "," 641,395.00 "," 1,928,707.00 "," 1,563,352.00 "," 1,049,817.00 "," 1,428,578.00 "," 686,886.00 "," 1,868,943.00 "," 834,278.00 "," 1,075,236.00 "," 37,126.00 "," 1,320,397.00 "," 1,416,148.00 "," 31,553,809.00 "
62262," 24,146 ",Yasser Stationery,MohamadAbdelnasser,Online,Cairo,Others,Gemy_cancel,mohamed_gamal,islam_ali,mohamed_gamal,"23,390"," 145,590.00 "," 458,250.00 "," 1,136,573.00 "," 1,161,671.00 "," 1,599,810.00 "," 1,945,768.00 "," 1,073,308.00 "," 289,060.00 "," 1,656,661.00 "," 235,713.00 "," 1,003,133.00 "," 350,406.00 "," 569,343.00 "," 1,144,594.00 "," 1,922,541.00 "," 1,742,718.00 "," 615,664.00 "," 969,033.00 "," 1,825,151.00 "," 1,381,782.00 "," 874,551.00 "," 329,369.00 "," 177,111.00 "," 210,370.00 "," 206,530.00 "," 1,089,588.00 "," 91,188.00 "," 869,151.00 "," 552,721.00 "," 309,091.00 "," 1,754,216.00 "," 27,690,655.00 "
140305," 214,485 ",The Voice KIDS,thevoicekids,Online,Cairo,ملابس,Saleh_Farid,mohamed_gamal,Dalia_Ghobashy,telesales(Ezz),"104,841"," 1,018,090.00 "," 1,257,474.00 "," 626,871.00 "," 733,436.00 "," 1,867,271.00 "," 445,927.00 "," 306,985.00 "," 880,062.00 "," 165,145.00 "," 245,887.00 "," 1,091,010.00 "," 478,919.00 "," 1,518,372.00 "," 1,734,422.00 "," 432,797.00 "," 576,667.00 "," 1,446,206.00 "," 205,475.00 "," 56,095.00 "," 656,716.00 "," 585,153.00 "," 518,032.00 "," 1,343,967.00 "," 1,019,610.00 "," 1,256,405.00 "," 1,115,476.00 "," 1,559,818.00 "," 727,984.00 "," 1,104,862.00 "," 513,630.00 "," 1,122,073.00 "," 26,610,837.00 "
180509," 215,007 ",Laponera,Laponera,POS,Cairo,ادوات كهربائيه,ahmed_yussif,mohamed_gamal,ibrahimelgamal, others,"54,932"," 175,616.00 "," 1,747,458.00 "," 296,857.00 "," 1,407,180.00 "," 1,311,084.00 "," 1,928,075.00 "," 258,606.00 "," 1,473,510.00 "," 1,791,539.00 "," 812,501.00 "," 1,445,740.00 "," 528,282.00 "," 1,075,517.00 "," 1,102,750.00 "," 898,776.00 "," 1,639,581.00 "," 1,707,063.00 "," 738,060.00 "," 1,553,766.00 "," 299,600.00 "," 1,768,130.00 "," 1,775,068.00 "," 346,244.00 "," 318,744.00 "," 94,217.00 "," 1,613,650.00 "," 1,072,878.00 "," 68,560.00 "," 712,891.00 "," 707,329.00 "," 1,731,269.00 "," 32,400,541.00 "
52996," 180,999 ",Gee's burger,01501046300,Online,Cairo,مطاعم و كافتريات,ezzatahmed,muhamed_ezzeldin,not_assigned, others,"858,719"," 682,005.00 "," 318,313.00 "," 41,246.00 "," 934,718.00 "," 1,245,594.00 "," 363,091.00 "," 762,997.00 "," 212,972.00 "," 893,998.00 "," 165,384.00 "," 1,204,192.00 "," 899,616.00 "," 958,921.00 "," 1,348,619.00 "," 879,154.00 "," 909,626.00 "," 755,969.00 "," 1,012,585.00 "," 1,290,405.00 "," 1,227,938.00 "," 418,915.00 "," 1,868,248.00 "," 993,541.00 "," 1,677,177.00 "," 1,027,445.00 "," 1,114,372.00 "," 584,998.00 "," 1,689,119.00 "," 950,105.00 "," 38,099.00 "," 1,528,443.00 "," 27,997,805.00 "
230792," 212,267 ",Anticanoo,Mahmoud_20,POS,Giza,أثاث,ahmed_abass,ahmed_abass,Heba_khaled1,telesales(Ezz),"33,421"," 1,148,167.00 "," 954,964.00 "," 132,157.00 "," 1,996,502.00 "," 1,579,473.00 "," 1,439,518.00 "," 1,355,098.00 "," 1,550,236.00 "," 790,856.00 "," 1,685,279.00 "," 61,439.00 "," 1,118,421.00 "," 399,893.00 "," 619,602.00 "," 511,880.00 "," 1,482,156.00 "," 1,890,878.00 "," 241,865.00 "," 588,463.00 "," 1,900,490.00 "," 408,220.00 "," 761,697.00 "," 431,710.00 "," 1,362,938.00 "," 1,013,955.00 "," 685,903.00 "," 789,914.00 "," 950,734.00 "," 1,478,653.00 "," 571,405.00 "," 805,622.00 "," 30,708,088.00 "
123294," 231,311 ",Aboamar1,Aboamar1,Online,Giza,اطارات و بطاريات وقطع غيار,Mostafa_aiad,mohamed_gamal,Dalia_Ghobashy,telesales(Ezz),"53,878"," 88,269.00 "," 295,241.00 "," 196,098.00 "," 879,223.00 "," 1,332,249.00 "," 801,140.00 "," 1,625,074.00 "," 709,501.00 "," 801,826.00 "," 594,649.00 "," 3,888.00 "," 229,683.00 "," 1,407,754.00 "," 1,896,770.00 "," 1,428,662.00 "," 1,913,203.00 "," 677,911.00 "," 292,503.00 "," 466,127.00 "," 1,490,242.00 "," 915,634.00 "," 1,825,503.00 "," 1,459,157.00 "," 534,518.00 "," 816,175.00 "," 831,571.00 "," 1,022,592.00 "," 210,020.00 "," 1,056,015.00 "," 699,160.00 "," 1,926,508.00 "," 28,426,866.00 "
163792," 56,492 ",Beach,Amphoras_Beach,POS,Cairo,فنادق,mohamed_gamal,mohamed_gamal,Hussein_younis,mohamed_elayah,"194,783"," 1,709,081.00 "," 1,643,588.00 "," 1,206,761.00 "," 1,676,434.00 "," 294,958.00 "," 608,399.00 "," 967,184.00 "," 29,173.00 "," 807,358.00 "," 1,307,047.00 "," 1,545,448.00 "," 1,272,279.00 "," 941,805.00 "," 105,968.00 "," 793,284.00 "," 628,821.00 "," 249,977.00 "," 238,125.00 "," 1,056,312.00 "," 1,625,785.00 "," 750,911.00 "," 1,819,684.00 "," 1,496,573.00 "," 667,381.00 "," 609,164.00 "," 573,842.00 "," 82,023.00 "," 1,870,338.00 "," 1,021,648.00 "," 738,971.00 "," 1,508,201.00 "," 29,846,523.00 "
56242," 23,334 ",المدينه للمرأه,Elmadina2022,POS,Cairo,طبي (مستشفيات و عيادات ومعامل),nancyhatem,mohamed_gamal,not_assigned, others,"313,592"," 1,974,886.00 "," 3,884.00 "," 580,051.00 "," 1,903,085.00 "," 506,384.00 "," 104,050.00 "," 1,288,246.00 "," 1,183,375.00 "," 1,073,332.00 "," 1,009,742.00 "," 1,771,751.00 "," 1,095,651.00 "," 1,235,472.00 "," 1,823,799.00 "," 619,581.00 "," 1,058,877.00 "," 675,430.00 "," 1,850,878.00 "," 274,468.00 "," 1,472,201.00 "," 289,828.00 "," 719,992.00 "," 964,695.00 "," 1,611,521.00 "," 561,372.00 "," 33,067.00 "," 105,645.00 "," 651,518.00 "," 1,882,997.00 "," 1,408,226.00 "," 1,333,406.00 "," 31,067,410.00 "
249231," 86,329 ",STASIA,Stasia300,Online,Cairo,مطاعم و كافتريات,Mohamed_Hemy,mohamed_gamal,ali_ramdan,mohamed_gamal,"160,371"," 131,894.00 "," 722,346.00 "," 981,097.00 "," 1,821,173.00 "," 1,366,098.00 "," 1,815,295.00 "," 1,678,554.00 "," 1,163,557.00 "," 92,051.00 "," 135,685.00 "," 523,982.00 "," 1,586,408.00 "," 132,942.00 "," 541,755.00 "," 167,701.00 "," 779,672.00 "," 1,403,179.00 "," 201,783.00 "," 1,628,765.00 "," 908,273.00 "," 1,476,550.00 "," 1,204,197.00 "," 1,680,311.00 "," 163,829.00 "," 1,262,643.00 "," 371,428.00 "," 792,231.00 "," 762,594.00 "," 989,576.00 "," 9,206.00 "," 26,499.00 "," 26,521,274.00 "
196442," 38,472 ",FanlaandBoxer,FanlaandBokser,POS,Cairo,ملابس,Basem_adel,mohamed_gamal,mahmod_taha,mohamed_gamal,"30,070"," 1,257,871.00 "," 303,266.00 "," 811,378.00 "," 1,900,417.00 "," 471,210.00 "," 31,631.00 "," 406,661.00 "," 355,053.00 "," 1,542,462.00 "," 959,346.00 "," 1,505,602.00 "," 711,214.00 "," 415,340.00 "," 1,989,420.00 "," 1,257,214.00 "," 534,751.00 "," 102,929.00 "," 858,595.00 "," 785,484.00 "," 1,795,583.00 "," 854,490.00 "," 705,443.00 "," 147,234.00 "," 711,724.00 "," 1,881.00 "," 1,368,443.00 "," 799,833.00 "," 1,252,554.00 "," 1,095,328.00 "," 1,895,484.00 "," 1,244,763.00 "," 28,072,604.00 "
134429," 53,597 ",Q Home Store,QHomeStore,Online,Cairo,الكترونيات,Saleh_Farid,mohamed_gamal,islam_ahmed,mohamed_gamal,"166,893"," 350,775.00 "," 925,770.00 "," 607,407.00 "," 1,843,283.00 "," 817,741.00 "," 436,652.00 "," 89,002.00 "," 1,465,794.00 "," 264,657.00 "," 1,699,474.00 "," 700,704.00 "," 1,629,946.00 "," 753,206.00 "," 386,880.00 "," 1,528,834.00 "," 1,689,870.00 "," 1,189,117.00 "," 1,716,669.00 "," 637,334.00 "," 657,035.00 "," 70,853.00 "," 60,598.00 "," 608,620.00 "," 1,454,233.00 "," 148,007.00 "," 1,523,597.00 "," 1,953,857.00 "," 510,793.00 "," 317,516.00 "," 436,870.00 "," 1,712,772.00 "," 28,187,866.00 "
59105," 84,609 ",Elnasekhelsaree,01223626681,Online,Cairo,خدمات أعمال,ahmed_abass,ahmed_abass,telesales_damcancel,muhamed_ezzeldin,"412,973"," 828,910.00 "," 830,061.00 "," 1,664,570.00 "," 1,037,565.00 "," 1,481,401.00 "," 1,914,654.00 "," 221,898.00 "," 1,849,002.00 "," 965,461.00 "," 736,965.00 "," 1,145,323.00 "," 71,052.00 "," 511,363.00 "," 1,351,727.00 "," 593,893.00 "," 1,446,782.00 "," 1,535,552.00 "," 423,572.00 "," 122,222.00 "," 774,185.00 "," 140,029.00 "," 175,150.00 "," 503,915.00 "," 167,244.00 "," 781,554.00 "," 181,954.00 "," 549,347.00 "," 1,515,910.00 "," 853,861.00 "," 1,216,757.00 "," 1,101,361.00 "," 26,693,240.00 "
219476," 56,879 ",Gamal Elnagar,Elnagar123,Online,Giza,صيداليات,Saleh_Farid,mohamed_gamal,sameh_abdelhameed,mohamed_gamal,"94,488"," 890,494.00 "," 1,938,432.00 "," 1,167,089.00 "," 898,630.00 "," 1,689,491.00 "," 886,637.00 "," 377,394.00 "," 750,775.00 "," 717,983.00 "," 1,241,713.00 "," 541,603.00 "," 770,463.00 "," 888,456.00 "," 489,297.00 "," 838,201.00 "," 1,663,379.00 "," 1,358,282.00 "," 1,530,666.00 "," 267,689.00 "," 268,792.00 "," 880,140.00 "," 1,242,181.00 "," 405,394.00 "," 1,225,213.00 "," 1,681,480.00 "," 693,292.00 "," 350,564.00 "," 401,123.00 "," 686,144.00 "," 433,363.00 "," 1,776,835.00 "," 28,951,195.00 "
80677," 236,823 ",Clever Barber Shop,Clever22,Online,Giza,محلات حلاقه,amr_rehim,ahmed_abass,Hana_Waleed,telesales(Ezz),"197,830"," 1,936,200.00 "," 1,234,761.00 "," 1,983,427.00 "," 348,976.00 "," 346,159.00 "," 260,343.00 "," 810,996.00 "," 925,809.00 "," 933,128.00 "," 1,260,014.00 "," 1,083,727.00 "," 1,249,976.00 "," 301,107.00 "," 1,954,059.00 "," 1,915,516.00 "," 202,970.00 "," 980,777.00 "," 837,682.00 "," 712,159.00 "," 778,010.00 "," 248,615.00 "," 384,314.00 "," 1,043,703.00 "," 1,703,131.00 "," 1,780,013.00 "," 349,139.00 "," 1,438,928.00 "," 1,026,521.00 "," 257,316.00 "," 128,547.00 "," 689,873.00 "," 29,105,896.00 "
71512," 77,453 ",Tyor Algana,tyoralgana,POS,Cairo,ملابس,W_abdalsattar,mohamed_gamal,Azza_ahmed,mohamed_gamal,"135,263"," 912,465.00 "," 1,723,548.00 "," 859,293.00 "," 112,873.00 "," 1,486,828.00 "," 209,240.00 "," 780,315.00 "," 99,434.00 "," 363,812.00 "," 1,588,550.00 "," 1,176,914.00 "," 51,725.00 "," 1,635,988.00 "," 312,005.00 "," 1,470,463.00 "," 1,585,280.00 "," 254,628.00 "," 1,670,289.00 "," 1,910,290.00 "," 145,355.00 "," 1,534,920.00 "," 269,995.00 "," 450,342.00 "," 1,303,988.00 "," 613,983.00 "," 516,530.00 "," 823,294.00 "," 1,495,368.00 "," 1,038,915.00 "," 870,820.00 "," 105,319.00 "," 27,372,769.00 "
131914," 33,246 ",Hawash pharmacis,Drmohamed20,POS,Cairo,صيداليات,salah_mohamed,ahmed_abass,khaledsalah,ahmed_abass,"73,874"," 1,726,734.00 "," 1,042,781.00 "," 816,444.00 "," 1,924,801.00 "," 836,451.00 "," 182,977.00 "," 516,801.00 "," 1,655,918.00 "," 1,425,510.00 "," 550,509.00 "," 718,737.00 "," 26,749.00 "," 678,652.00 "," 927,701.00 "," 156,585.00 "," 664,898.00 "," 1,150,866.00 "," 536,886.00 "," 1,518,654.00 "," 1,296,215.00 "," 1,234,489.00 "," 47,397.00 "," 1,639,934.00 "," 564,609.00 "," 612,577.00 "," 1,767,434.00 "," 915,562.00 "," 1,169,862.00 "," 1,095,175.00 "," 1,237,258.00 "," 607,369.00 "," 29,246,535.00 "
196215," 83,785 ",Mantero,Mantero,POS,Cairo,,Sales_Enablement, others,ali_hassan,mohamed_elayah,"75,880"," 1,895,685.00 "," 775,908.00 "," 426,561.00 "," 195,510.00 "," 1,021,342.00 "," 1,645,175.00 "," 614,930.00 "," 1,998,296.00 "," 1,139,107.00 "," 147,054.00 "," 404,141.00 "," 842,440.00 "," 42,839.00 "," 227,840.00 "," 1,944,491.00 "," 39,840.00 "," 1,562,703.00 "," 1,902,786.00 "," 751,887.00 "," 371,950.00 "," 1,891,547.00 "," 1,790,366.00 "," 1,104,674.00 "," 263,734.00 "," 1,919,786.00 "," 1,366,239.00 "," 1,232,719.00 "," 344,690.00 "," 819,678.00 "," 1,597,902.00 "," 1,802,522.00 "," 32,084,342.00 "
100472," 166,534 ",Malek store,Malek2021,Online,Cairo,الكترونيات,amr_aali,mohamed_gamal,ahmed_magdyy,mohamed_gamal,"143,734"," 1,733,038.00 "," 1,605,843.00 "," 1,920,173.00 "," 1,512,605.00 "," 874,750.00 "," 888,649.00 "," 452,330.00 "," 1,923,814.00 "," 1,731,779.00 "," 607,622.00 "," 795,206.00 "," 218,899.00 "," 1,062,953.00 "," 1,476,525.00 "," 1,913,605.00 "," 463,114.00 "," 1,624,510.00 "," 314,184.00 "," 1,835,222.00 "," 1,351,845.00 "," 1,125,406.00 "," 1,525,228.00 "," 333,828.00 "," 1,534,258.00 "," 1,353,437.00 "," 916,155.00 "," 537,285.00 "," 1,638,965.00 "," 662,383.00 "," 1,194,217.00 "," 700,268.00 "," 35,828,096.00 "
93610," 108,166 ",L wedian ,Nasrali,POS,Cairo,سوبر ماركت /  هايبرماركت,Milad_atea,mohamed_gamal,omar_maabd,mohamed_gamal,"120,291"," 1,597,750.00 "," 18,654.00 "," 531,615.00 "," 1,944,255.00 "," 228,568.00 "," 1,965,287.00 "," 16,795.00 "," 990,324.00 "," 423,894.00 "," 500,634.00 "," 173,064.00 "," 1,750,267.00 "," 529,294.00 "," 1,742,959.00 "," 792,784.00 "," 1,899,139.00 "," 33,957.00 "," 770,803.00 "," 1,062,209.00 "," 140,846.00 "," 1,166,811.00 "," 1,942,894.00 "," 918,409.00 "," 1,549,472.00 "," 1,063,828.00 "," 1,347,542.00 "," 1,671,412.00 "," 790,155.00 "," 849,125.00 "," 722,186.00 "," 615,687.00 "," 29,750,619.00 "
184400," 87,214 ",Brand shoes,A558,Online,Giza,احذية,Ahmed_khattab,mohamed_gamal,moustfa_desoky,mohamed_gamal,"161,352"," 1,603,771.00 "," 1,139,910.00 "," 1,908,576.00 "," 796,343.00 "," 1,161,051.00 "," 321,530.00 "," 1,745,999.00 "," 433,423.00 "," 1,279,219.00 "," 511,194.00 "," 1,566,083.00 "," 1,223,011.00 "," 752,044.00 "," 1,854,697.00 "," 1,013,255.00 "," 97,326.00 "," 926,609.00 "," 1,864,095.00 "," 1,686,941.00 "," 558,486.00 "," 1,551,259.00 "," 1,211,964.00 "," 1,709,920.00 "," 1,907,498.00 "," 567,660.00 "," 846,017.00 "," 1,523,377.00 "," 708,501.00 "," 322,514.00 "," 266,335.00 "," 1,704,886.00 "," 34,763,494.00 "
187131," 48,752 ",GIRO,GIRO,Online,Giza,ملابس,moustafa_raid,mohamed_elayah,ali_omara,mohamed_elayah,"3,825"," 1,011,336.00 "," 1,829,934.00 "," 1,130,960.00 "," 436,955.00 "," 660,582.00 "," 1,740,664.00 "," 628,209.00 "," 1,254,340.00 "," 619,310.00 "," 952,278.00 "," 1,366,352.00 "," 7,257.00 "," 1,619,354.00 "," 126,336.00 "," 455,479.00 "," 7,584.00 "," 255,995.00 "," 1,415,422.00 "," 1,675,108.00 "," 4,220.00 "," 38,609.00 "," 1,822,668.00 "," 1,008,336.00 "," 1,572,045.00 "," 140,868.00 "," 559,184.00 "," 97,488.00 "," 1,907,950.00 "," 360,684.00 "," 1,091,924.00 "," 1,924,645.00 "," 27,722,076.00 "
166994," 114,167 ",CAPITONNER,capitonner,Online,Giza,مفروشات ومراتب,Mohamed_shazwan,ahmed_abass,omar_hamdy,ahmed_abass,"225,058"," 1,539,986.00 "," 801,386.00 "," 1,970,139.00 "," 1,124,793.00 "," 829,938.00 "," 1,380,562.00 "," 1,881,817.00 "," 1,783,283.00 "," 587,015.00 "," 1,759,098.00 "," 1,900,432.00 "," 1,360,934.00 "," 698,819.00 "," 745,321.00 "," 154,738.00 "," 1,278,451.00 "," 474,239.00 "," 1,203,566.00 "," 1,919,661.00 "," 991,888.00 "," 73,127.00 "," 384,815.00 "," 1,815,361.00 "," 1,429,388.00 "," 1,229,570.00 "," 688,724.00 "," 51,913.00 "," 963,210.00 "," 758,951.00 "," 1,011,534.00 "," 1,978,213.00 "," 34,770,872.00 "
135182," 110,251 ",Gamaloraby,Gamaloraby,POS,Cairo,أثاث,mostafa_tarek_sales,ahmed_abass,eslam_mahmoud,ahmed_abass,"22,071"," 1,925,471.00 "," 1,712,051.00 "," 543,598.00 "," 1,236,738.00 "," 2,760.00 "," 491,434.00 "," 314,420.00 "," 1,148,294.00 "," 663,592.00 "," 1,424,622.00 "," 1,740,717.00 "," 493,526.00 "," 1,306,678.00 "," 18,262.00 "," 569,628.00 "," 623,342.00 "," 1,428,576.00 "," 1,270,988.00 "," 524,088.00 "," 1,652,388.00 "," 526,596.00 "," 803,213.00 "," 1,793,052.00 "," 1,799,080.00 "," 633,626.00 "," 969,967.00 "," 601,612.00 "," 1,142,773.00 "," 1,104,655.00 "," 689,461.00 "," 258,661.00 "," 29,413,869.00 "
61250," 243,087 ",Spices shop,MahmoudibrahiM,POS,Cairo,عطاره,Abdelrahman_lashen,mohamed_gamal,Mohamedmamdouh,mohamed_gamal,"125,104"," 1,728,156.00 "," 1,272,778.00 "," 121,898.00 "," 393,776.00 "," 269,740.00 "," 530,436.00 "," 1,433,806.00 "," 1,178,776.00 "," 1,712,158.00 "," 1,351,961.00 "," 266,856.00 "," 1,501,440.00 "," 1,858,325.00 "," 1,307,104.00 "," 1,079,756.00 "," 128,510.00 "," 1,067,987.00 "," 1,979,432.00 "," 1,210,458.00 "," 604,437.00 "," 1,697,716.00 "," 1,306,511.00 "," 379,033.00 "," 1,967,417.00 "," 466,269.00 "," 1,178,388.00 "," 717,633.00 "," 1,134,252.00 "," 525,215.00 "," 1,433,303.00 "," 1,451,121.00 "," 33,254,648.00 "
